File,OVERALL_RunTime(ms),OVERALL_Throughput(ops/sec),TOTAL_GCS_G1_Young_Generation_Count,TOTAL_GC_TIME_G1_Young_Generation_Time(ms),TOTAL_GC_TIME_%_G1_Young_Generation_Time(%),TOTAL_GCs_Count,TOTAL_GC_TIME_Time(ms),TOTAL_GC_TIME_%_Time(%),READ_Operations,READ_AverageLatency(us),READ_MinLatency(us),READ_MaxLatency(us),READ_Return=OK,READ_0,CLEANUP_Operations,CLEANUP_AverageLatency(us),CLEANUP_MinLatency(us),CLEANUP_MaxLatency(us),CLEANUP_0,UPDATE_Operations,UPDATE_AverageLatency(us),UPDATE_MinLatency(us),UPDATE_MaxLatency(us),UPDATE_Return=OK,UPDATE_0,Workload,Write_Concern,DB_Type,Read_Preference,Threads,Target,Minutes,READ_1000,UPDATE_1000
8_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_212431.json,1470,680.272109,2,18,1.224490,2,18,1.224490,954,6108.977987,1008,184204,954,6108.977987,8,739.000000,,5905,739.000000,46,5634.347826,1438,33964,46,5634.347826,workloadb,acknowledged,mongodb,secondary,8,10000,0.100000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185321.json,1601,624.609619,2,12,0.749532,2,12,0.749532,481,1918.197505,643,99308,481,1920.141667,2,1715.500000,6.000000,3425,1715.500000,519,1857.907514,591,99621,519,1857.907514,workloada,unacknowledged,mongodb,nearest,2,3000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194637.json,1605,623.052960,2,12,0.747664,2,12,0.747664,480,2613.956250,773,15381,480,2613.956250,4,760.500000,1.000000,3034,760.500000,520,3208.230769,742,100757,520,3208.230769,workloada,journaled,mongodb,secondary,4,1000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_190022.json,1154,866.551127,2,11,0.953206,2,11,0.953206,507,4663.380671,933,92454,507,4663.380671,8,723.750000,,5783,723.750000,493,4435.592292,960,98822,493,4435.592292,workloada,unacknowledged,mongodb,nearest,8,5000,0.100000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_205331.json,1591,628.535512,2,17,1.068510,2,17,1.068510,959,6418.431700,1029,158592,959,6418.431700,8,570.500000,,4555,570.500000,41,6486.804878,1379,33945,41,6486.804878,workloadb,unacknowledged,mongodb,secondary,8,10000,0.100000,,
4_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221056.json,1447,691.085003,2,11,0.760194,2,11,0.760194,945,3059.019048,693,92681,952,3057.013757,4,596.250000,1.000000,2377,596.250000,48,3333.687500,1050,28706,48,3333.687500,workloadb,majority,mongodb,primary,4,3000,0.100000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185412.json,1777,562.746201,2,11,0.619021,2,11,0.619021,513,2141.832359,741,90792,514,2146.909627,2,2413.500000,6.000000,4821,2413.500000,485,2076.969072,674,89613,486,2078.648760,workloada,unacknowledged,mongodb,nearest,2,5000,0.500000,1495.750000,1342.000000
8_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_223449.json,1727,579.038796,2,13,0.752750,2,13,0.752750,951,7065.015773,956,261403,952,7061.907563,8,1156.625000,,9235,1156.625000,48,10396.750000,1282,256309,48,10396.750000,workloadb,majority,mongodb,nearest,8,3000,0.100000,,
2_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_213803.json,2014,496.524330,2,16,0.794439,2,16,0.794439,953,2658.501574,582,157341,953,2781.148684,2,1989.500000,7.000000,3972,1989.500000,47,3143.957447,887,35870,47,3453.435897,workloadb,journaled,mongodb,primary,2,5000,0.500000,2175.538860,1635.250000
4_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_211922.json,1595,626.959248,2,11,0.689655,2,11,0.689655,947,3645.693770,792,169447,948,3645.693770,4,952.250000,1.000000,3781,952.250000,52,3684.211538,1105,30259,52,3684.211538,workloadb,acknowledged,mongodb,secondary,4,3000,0.100000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_primary_20241106_183356.json,1524,656.167979,2,12,0.787402,2,12,0.787402,526,1878.621673,575,93811,527,1879.664137,2,1405.000000,6.000000,2804,1405.000000,473,1582.805497,608,14976,473,1582.805497,workloada,unacknowledged,mongodb,primary,2,5000,0.500000,,
8_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_193210.json,1201,832.639467,2,11,0.915903,2,11,0.915903,527,4606.669829,946,135868,527,4606.669829,8,465.750000,,3720,465.750000,473,4829.378436,916,125053,473,4829.378436,workloada,acknowledged,mongodb,nearest,8,10000,0.500000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210643.json,2184,457.875458,2,13,0.595238,2,13,0.595238,949,2882.361433,720,169591,949,3127.730159,2,1328.500000,7.000000,2650,1328.500000,51,3190.745098,1091,20214,51,3156.714286,workloadb,acknowledged,mongodb,primary,2,5000,0.300000,2218.140625,3349.555556
4_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191827.json,1464,683.060109,2,11,0.751366,2,11,0.751366,524,3243.589695,849,111185,524,3243.589695,4,2913.250000,1.000000,11645,2913.250000,476,3268.735294,788,111815,476,3268.735294,workloada,acknowledged,mongodb,secondary,4,10000,0.300000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_primary_20241106_183538.json,1635,611.620795,2,15,0.917431,2,15,0.917431,494,3094.783401,696,27164,494,3094.783401,4,893.500000,,3569,893.500000,506,4120.703557,705,137945,506,4120.703557,workloada,unacknowledged,mongodb,primary,4,1000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214531.json,1457,686.341798,2,12,0.823610,2,12,0.823610,941,5536.980871,1013,141772,941,5536.980871,8,634.250000,,5067,634.250000,59,5648.169492,1323,35123,59,5648.169492,workloadb,journaled,mongodb,primary,8,10000,0.300000,,
4_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191611.json,1609,621.504040,2,17,1.056557,2,17,1.056557,517,2988.593810,679,100239,517,2988.593810,4,1111.750000,1.000000,4440,1111.750000,483,3236.122153,720,95522,483,3236.122153,workloada,acknowledged,mongodb,secondary,4,1000,0.500000,,
8_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_223414.json,1724,580.046404,2,14,0.812065,2,14,0.812065,946,7190.882664,814,212154,946,7190.882664,8,918.750000,,7339,918.750000,54,7355.518519,968,56438,54,7355.518519,workloadb,majority,mongodb,nearest,8,1000,0.300000,,
2_writeConcern=majority_result_mongodb_workloada_primary_20241106_200536.json,1490,671.140940,2,11,0.738255,2,11,0.738255,518,1953.534749,551,95391,520,1947.240848,2,1799.500000,6.000000,3593,1799.500000,480,1507.839583,557,11675,480,1508.954071,workloada,majority,mongodb,primary,2,10000,0.100000,,
4_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_220146.json,1402,713.266762,2,12,0.855920,2,12,0.855920,952,2854.349790,721,102094,952,2854.349790,4,666.250000,1.000000,2656,666.250000,48,3603.666667,988,29095,48,3603.666667,workloadb,journaled,mongodb,nearest,4,5000,0.300000,,
2_writeConcern=majority_result_mongodb_workloada_primary_20241106_200553.json,1873,533.902830,2,11,0.587293,2,11,0.587293,489,2858.705521,709,236490,489,2877.413223,2,1299.500000,7.000000,2592,1299.500000,509,1898.766208,762,16245,511,1893.303922,workloada,majority,mongodb,primary,2,10000,0.300000,865.000000,
4_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_205750.json,1729,578.368999,2,11,0.636206,2,11,0.636206,955,3597.744503,736,174604,957,3597.168763,4,1209.500000,,4832,1209.500000,43,5188.860465,1232,43429,43,5188.860465,workloadb,unacknowledged,mongodb,nearest,4,1000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_190435.json,1484,673.854447,2,11,0.741240,2,11,0.741240,489,1791.533742,582,102705,490,1785.576687,2,1860.000000,7.000000,3713,1860.000000,509,1628.304519,575,104553,510,1625.939096,workloada,acknowledged,mongodb,primary,2,10000,0.100000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184852.json,1650,606.060606,2,14,0.848485,2,14,0.848485,483,2713.660455,593,112391,483,2713.660455,8,301.500000,,2402,301.500000,517,3189.669246,652,103337,517,3189.669246,workloada,unacknowledged,mongodb,secondary,8,1000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_211427.json,1522,657.030223,2,17,1.116951,2,17,1.116951,944,5779.396186,857,129849,944,5779.396186,8,728.250000,,5818,728.250000,56,6900.142857,1241,124274,56,6900.142857,workloadb,acknowledged,mongodb,primary,8,10000,0.300000,,
8_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194944.json,1595,626.959248,2,10,0.626959,2,10,0.626959,504,5595.442460,857,193717,504,5595.442460,8,338.500000,,2697,338.500000,496,5734.000000,863,208678,496,5734.000000,workloada,journaled,mongodb,secondary,8,1000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_214713.json,1571,636.537237,2,11,0.700191,2,11,0.700191,942,1927.221868,417,151444,942,1927.892667,2,1134.000000,7.000000,2261,1134.000000,58,2587.672414,915,27348,58,2587.672414,workloadb,journaled,mongodb,secondary,2,3000,0.300000,,
4_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214148.json,1626,615.006150,2,13,0.799508,2,13,0.799508,954,3343.105870,776,120127,954,3343.105870,4,1334.500000,1.000000,5331,1334.500000,46,5911.543478,1225,112427,46,5911.543478,workloadb,journaled,mongodb,primary,4,10000,0.100000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_primary_20241106_183719.json,1476,677.506775,2,11,0.745257,2,11,0.745257,515,3388.570874,812,116755,515,3388.570874,4,741.750000,,2959,741.750000,485,3183.771134,836,116343,485,3183.771134,workloada,unacknowledged,mongodb,primary,4,5000,0.500000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_211302.json,1465,682.593857,2,15,1.023891,2,15,1.023891,954,5568.030398,1050,119962,954,5568.030398,8,365.250000,,2914,365.250000,46,6978.717391,1125,129192,46,6978.717391,workloadb,acknowledged,mongodb,primary,8,3000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_205348.json,1437,695.894224,2,12,0.835073,2,12,0.835073,952,6248.755252,795,195507,952,6248.755252,8,980.625000,,7836,980.625000,48,6387.854167,1397,51999,48,6387.854167,workloadb,unacknowledged,mongodb,secondary,8,10000,0.300000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210919.json,1746,572.737686,2,38,2.176403,2,38,2.176403,942,3407.504246,765,125725,946,3401.849257,4,1046.000000,,4176,1046.000000,54,3983.074074,996,25900,54,3983.074074,workloadb,acknowledged,mongodb,primary,4,3000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204621.json,2053,487.092060,2,16,0.779347,2,16,0.779347,954,2629.079665,595,130940,954,3064.629080,2,1567.000000,7.000000,3127,1567.000000,46,3123.869565,973,25337,46,3383.675676,workloadb,unacknowledged,mongodb,secondary,2,5000,0.500000,1587.975000,2055.777778
4_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203821.json,1588,629.722922,2,12,0.755668,2,12,0.755668,934,3324.735546,820,112102,938,3315.867380,4,1222.750000,1.000000,4881,1222.750000,62,3248.822581,874,30241,62,3248.822581,workloadb,unacknowledged,mongodb,primary,4,3000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_215620.json,1973,506.842372,2,11,0.557527,2,11,0.557527,945,2416.688889,653,144852,947,2595.896168,2,2072.500000,7.000000,4138,2072.500000,53,2660.886792,911,25335,53,2694.538462,workloadb,journaled,mongodb,nearest,2,1000,0.100000,1365.202899,911.000000
8_writeConcern=majority_result_mongodb_workloada_nearest_20241106_203237.json,1430,699.300699,2,13,0.909091,2,13,0.909091,527,6508.024668,760,133090,527,6508.024668,8,540.625000,,4317,540.625000,473,5737.742072,951,119238,473,5737.742072,workloada,majority,mongodb,nearest,8,5000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_185122.json,1515,660.066007,2,14,0.924092,2,14,0.924092,489,6026.697342,1118,132088,489,6026.697342,8,520.625000,,4159,520.625000,511,5547.223092,1052,135540,511,5547.223092,workloada,unacknowledged,mongodb,secondary,8,10000,0.300000,,
2_writeConcern=majority_result_mongodb_workloada_primary_20241106_200302.json,1610,621.118012,2,13,0.807453,2,13,0.807453,495,1782.961616,499,110261,496,1779.389899,2,1202.000000,14.000000,2390,1202.000000,500,1721.090000,591,109614,504,1721.090000,workloada,majority,mongodb,primary,2,1000,0.100000,,
8_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214422.json,1503,665.335995,2,12,0.798403,2,12,0.798403,949,5920.971549,775,160411,949,5920.971549,8,720.125000,,5752,720.125000,51,5361.666667,1052,24763,51,5361.666667,workloadb,journaled,mongodb,primary,8,5000,0.100000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_212909.json,1803,554.631170,2,13,0.721021,2,13,0.721021,947,3936.545935,795,166015,949,3929.862869,4,964.000000,2.000000,3844,964.000000,51,3483.078431,1140,24355,51,3483.078431,workloadb,acknowledged,mongodb,nearest,4,1000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193532.json,1719,581.733566,2,11,0.639907,2,11,0.639907,522,1989.735632,575,140847,524,1988.580153,2,1780.000000,5.000000,3555,1780.000000,473,2101.035941,567,135556,476,2094.349474,workloada,journaled,mongodb,primary,2,10000,0.500000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184745.json,1257,795.544948,2,12,0.954654,2,12,0.954654,511,2907.025440,646,98461,511,2907.025440,4,591.250000,,2360,591.250000,489,2536.554192,655,94352,489,2536.554192,workloada,unacknowledged,mongodb,secondary,4,10000,0.100000,,
4_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194711.json,1583,631.711939,2,13,0.821226,2,13,0.821226,437,3825.340961,814,208968,437,3825.340961,4,787.250000,,3143,787.250000,563,3670.493783,804,213683,563,3670.493783,workloada,journaled,mongodb,secondary,4,3000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193407.json,1423,702.740689,2,11,0.773015,2,11,0.773015,510,1637.484314,622,91241,510,1637.484314,2,1887.500000,6.000000,3769,1887.500000,490,1707.102041,645,89596,490,1707.102041,workloada,journaled,mongodb,primary,2,5000,0.100000,,
4_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191537.json,1614,619.578686,2,12,0.743494,2,12,0.743494,513,3493.444444,850,178844,513,3493.444444,4,1057.000000,,4221,1057.000000,487,4027.010267,774,155047,487,4027.010267,workloada,acknowledged,mongodb,secondary,4,1000,0.100000,,
4_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_223122.json,1542,648.508431,2,9,0.583658,2,9,0.583658,956,3168.394351,638,159107,956,3168.394351,4,950.500000,,3797,950.500000,44,2987.727273,855,24977,44,2987.727273,workloadb,majority,mongodb,nearest,4,3000,0.100000,,
2_writeConcern=majority_result_mongodb_workloada_primary_20241106_200501.json,1738,575.373993,2,11,0.632911,2,11,0.632911,496,2482.717742,596,187256,496,2482.717742,2,1791.500000,7.000000,3576,1791.500000,504,1836.638889,673,16140,504,1836.638889,workloada,majority,mongodb,primary,2,5000,0.300000,,
2_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191520.json,1479,676.132522,2,13,0.878972,2,13,0.878972,504,1750.315476,586,96258,504,1750.315476,2,1074.000000,6.000000,2142,1074.000000,496,1708.122984,620,95267,496,1708.122984,workloada,acknowledged,mongodb,secondary,2,10000,0.500000,,
2_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_190327.json,1641,609.384522,2,14,0.853138,2,14,0.853138,496,2068.798387,683,109669,500,2053.158000,2,1767.500000,7.000000,3528,1767.500000,496,2029.719758,636,103646,500,2013.548000,workloada,acknowledged,mongodb,primary,2,3000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_205732.json,1774,563.697858,2,12,0.676437,2,12,0.676437,950,2073.354737,582,118960,951,2097.160521,2,1334.500000,6.000000,2663,1334.500000,49,4474.346939,753,121144,49,4539.750000,workloadb,unacknowledged,mongodb,nearest,2,10000,0.500000,1289.464286,1335.000000
2_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_213820.json,1939,515.729758,2,11,0.567303,2,11,0.567303,954,2515.829140,499,210949,954,2625.082654,2,1315.000000,5.000000,2625,1315.000000,46,2351.413043,881,23581,46,2381.422222,workloadb,journaled,mongodb,primary,2,10000,0.100000,1527.947368,1001.000000
8_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_204312.json,1469,680.735194,2,12,0.816882,2,12,0.816882,950,6292.818947,1078,119938,950,6292.818947,8,550.625000,,4399,550.625000,50,7474.640000,1130,40241,50,7474.640000,workloadb,unacknowledged,mongodb,primary,8,10000,0.100000,,
4_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192816.json,1334,749.625187,2,11,0.824588,2,11,0.824588,502,2997.605578,756,140672,502,2997.605578,4,1018.750000,,4068,1018.750000,498,2952.949799,768,140422,498,2952.949799,workloada,acknowledged,mongodb,nearest,4,10000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210752.json,2004,499.001996,2,12,0.598802,2,12,0.598802,958,2462.590814,580,161909,958,2557.637337,2,1662.500000,8.000000,3317,1662.500000,42,2516.142857,1063,30549,42,2543.195122,workloadb,acknowledged,mongodb,primary,2,10000,0.500000,1779.393162,1407.000000
8_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_210242.json,1418,705.218618,2,12,0.846262,2,12,0.846262,948,5161.539030,758,144404,948,5161.539030,8,653.750000,,5223,653.750000,52,6477.923077,1048,138559,52,6477.923077,workloadb,unacknowledged,mongodb,nearest,8,3000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_primary_20241106_183157.json,1541,648.929267,2,11,0.713822,2,11,0.713822,494,1804.028340,570,77743,494,1804.028340,2,2672.000000,6.000000,5338,2672.000000,506,1862.721344,735,75259,506,1862.721344,workloada,unacknowledged,mongodb,primary,2,1000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194347.json,1700,588.235294,2,13,0.764706,2,13,0.764706,486,2128.343621,709,98321,487,2126.379877,2,1915.500000,6.000000,3825,1915.500000,513,1771.707602,745,13109,513,1771.707602,workloada,journaled,mongodb,secondary,2,3000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_211245.json,1498,667.556742,2,14,0.934579,2,14,0.934579,963,6243.004154,958,129077,963,6275.587683,8,595.375000,,4756,595.375000,37,8511.864865,1855,128156,37,8511.864865,workloadb,acknowledged,mongodb,primary,8,3000,0.300000,,
8_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222416.json,1688,592.417062,2,12,0.710900,2,12,0.710900,946,3540.284355,686,105630,946,3540.284355,8,445.375000,,3548,445.375000,54,4778.111111,878,105466,54,4778.111111,workloadb,majority,mongodb,secondary,8,1000,0.500000,,
